date,FundValNet,ForeignValNet,CustomerValNet
2018-07-02,464.0,11439.0,-11903.0
2018-07-03,-1091.0,9860.0,-8769.0
2018-07-04,2349.0,7331.0,-9680.0
2018-07-05,-2068.0,-2737.0,4805.0
2018-07-06,-6101.0,-2316.0,8417.0
2018-07-09,2991.0,3903.0,-6894.0
2018-07-10,-274.0,10702.0,-10428.0
2018-07-11,-8308.0,401.0,7907.0
2018-07-12,-569.0,2142.0,-1573.0
2018-07-13,4579.0,-6917.0,2338.0
2018-07-16,3739.0,2455.0,-6194.0
2018-07-17,-6146.0,-5642.0,11788.0
2018-07-18,-1239.0,12947.0,-11708.0
2018-07-19,-3599.0,11671.0,-8072.0
2018-07-20,-811.0,11087.0,-10276.0
2018-07-23,-27.0,5299.0,-5272.0
2018-07-24,2772.0,5046.0,-7818.0
2018-07-25,-9226.0,12830.0,-3604.0
2018-07-26,2129.0,1907.0,-4036.0
2018-07-31,42.0,5034.0,-5076.0
2018-08-01,-4440.0,7297.0,-2857.0
2018-08-02,3381.0,-9612.0,6231.0
2018-08-03,-231.0,-3284.0,3515.0
2018-08-06,3256.0,-4030.0,774.0
2018-08-07,-10837.0,405.0,10432.0
2018-08-08,-5811.0,5650.0,161.0
2018-08-09,-870.0,-2925.0,3795.0
2018-08-10,4163.0,-477.0,-3686.0
2018-08-14,-4099.0,-14657.0,18756.0
2018-08-15,8822.0,-5001.0,-3821.0
2018-08-16,3050.0,-7778.0,4728.0
2018-08-17,6128.0,-4829.0,-1299.0
2018-08-20,-3397.0,4086.0,-689.0
2018-08-21,7674.0,10828.0,-18502.0
2018-08-22,-4184.0,14029.0,-9845.0
2018-08-23,-3937.0,-4122.0,8059.0
2018-08-24,599.0,-10893.0,10294.0
2018-08-27,-1146.0,1523.0,-377.0
2018-08-28,-87.0,3795.0,-3708.0
2018-08-29,-3307.0,-4063.0,7370.0
2018-08-30,-368.0,3513.0,-3145.0
2018-08-31,-842.0,-1243.0,2085.0
2018-09-03,2803.0,1240.0,-4043.0
2018-09-04,2608.0,-5104.0,2496.0
2018-09-05,11471.0,-12279.0,808.0
2018-09-06,-6894.0,-1766.0,8660.0
2018-09-07,4742.0,2864.0,-7606.0
2018-09-10,2076.0,-6215.0,4139.0
2018-09-11,14451.0,-15474.0,1023.0
2018-09-12,-5142.0,16885.0,-11743.0
2018-09-13,-13915.0,12124.0,1791.0
2018-09-14,-348.0,1310.0,-962.0
2018-09-17,-4016.0,2365.0,1651.0
2018-09-18,-3665.0,-10646.0,14311.0
2018-09-19,493.0,-3230.0,2737.0
2018-09-20,1958.0,-1494.0,-464.0
2018-09-21,-2493.0,-4419.0,6912.0
2018-09-24,149.0,1228.0,-1377.0
2018-09-25,-2800.0,795.0,2005.0
2018-09-26,-17.0,-11257.0,11274.0
2018-09-27,6683.0,-8792.0,2109.0
2018-09-28,-1865.0,4225.0,-2360.0
2018-10-01,-903.0,-2848.0,3751.0
2018-10-02,13282.0,-6032.0,-7250.0
2018-10-03,1538.0,2546.0,-4084.0
2018-10-04,4445.0,-15286.0,10841.0
2018-10-05,3547.0,-5032.0,1485.0
2018-10-08,1841.0,-5752.0,3911.0
2018-10-09,3189.0,7427.0,-10616.0
2018-10-10,781.0,548.0,-1329.0
2018-10-11,-7410.0,23013.0,-15603.0
2018-10-12,-4428.0,-3359.0,7787.0
2018-10-16,6184.0,-1578.0,-4606.0
2018-10-17,2637.0,1835.0,-4472.0
2018-10-18,6505.0,-6364.0,-141.0
2018-10-19,582.0,-10468.0,9886.0
2018-10-22,2196.0,-2880.0,684.0
2018-10-24,9532.0,-11235.0,1703.0
2018-10-25,-378.0,6021.0,-5643.0
2018-10-26,937.0,4491.0,-5428.0
2018-10-29,-2137.0,13475.0,-11338.0
2018-10-30,781.0,618.0,-1399.0
2018-10-31,-7441.0,3764.0,3677.0
2018-11-01,2130.0,2799.0,-4929.0
2018-11-02,-6558.0,-3450.0,10008.0
2018-11-05,2048.0,3226.0,-5274.0
2018-11-06,1701.0,-5075.0,3374.0
2018-11-07,-8703.0,5655.0,3048.0
2018-11-08,-4921.0,2248.0,2673.0
2018-11-09,8130.0,-9280.0,1150.0
2018-11-12,5209.0,-10997.0,5788.0
2018-11-13,-8950.0,-1903.0,10853.0
2018-11-14,6627.0,-5503.0,-1124.0
2018-11-15,-3384.0,-14178.0,17562.0
2018-11-16,-4019.0,14490.0,-10471.0
2018-11-19,-4511.0,3169.0,1342.0
2018-11-20,6485.0,-11177.0,4692.0
2018-11-21,1648.0,-5417.0,3769.0
2018-11-22,1025.0,2608.0,-3633.0
2018-11-23,-7483.0,-694.0,8177.0
2018-11-26,148.0,-6786.0,6638.0
2018-11-27,1422.0,6841.0,-8263.0
2018-11-28,313.0,1619.0,-1932.0
2018-11-29,1889.0,7783.0,-9672.0
2018-11-30,-5392.0,-497.0,5889.0
2018-12-03,4953.0,10598.0,-15551.0
2018-12-04,1285.0,-6420.0,5135.0
2018-12-06,4900.0,-8099.0,3199.0
2018-12-07,3604.0,-5037.0,1433.0
2018-12-11,5181.0,-15493.0,10312.0
2018-12-12,718.0,-2700.0,1982.0
2018-12-13,-2853.0,2251.0,602.0
2018-12-14,611.0,-292.0,-319.0
2018-12-17,-7015.0,6510.0,505.0
2018-12-18,-1925.0,-6571.0,8496.0
2018-12-19,-5690.0,4951.0,739.0
2018-12-20,1837.0,-727.0,-1110.0
2018-12-21,-263.0,-12397.0,12660.0
2018-12-24,1403.0,9621.0,-11024.0
2018-12-25,6233.0,-2460.0,-3773.0
2018-12-26,-5258.0,12313.0,-7055.0
2018-12-27,10888.0,-1778.0,-9110.0
2018-12-28,2505.0,10038.0,-12543.0
2019-01-02,-5105.0,9184.0,-4079.0
2019-01-03,6362.0,-11783.0,5421.0
2019-01-04,-10420.0,-6971.0,17391.0
2019-01-07,-5019.0,15101.0,-10082.0
2019-01-08,303.0,2968.0,-3271.0
2019-01-09,8163.0,-6621.0,-1542.0
2019-01-10,1521.0,-848.0,-673.0
2019-01-11,-3843.0,1159.0,2684.0
2019-01-14,4739.0,-15333.0,10594.0
2019-01-15,577.0,5463.0,-6040.0
2019-01-16,-7997.0,-3194.0,11191.0
2019-01-17,1032.0,6851.0,-7883.0
2019-01-18,2578.0,-9925.0,7347.0
2019-01-21,2377.0,6311.0,-8688.0
2019-01-22,-2138.0,9464.0,-7326.0
2019-01-23,-5430.0,1362.0,4068.0
2019-01-24,4423.0,-4795.0,372.0
2019-01-25,-911.0,1600.0,-689.0
2019-01-28,-1770.0,3036.0,-1266.0
2019-01-29,-3366.0,9125.0,-5759.0
2019-01-30,945.0,-7000.0,6055.0
2019-01-31,2209.0,13077.0,-15286.0
2019-02-01,-6280.0,9510.0,-3230.0
2019-02-04,-1112.0,4232.0,-3120.0
2019-02-05,-1929.0,-711.0,2640.0
2019-02-06,-3965.0,19348.0,-15383.0
2019-02-07,-1429.0,4323.0,-2894.0
2019-02-08,-2699.0,-391.0,3090.0
2019-02-11,5210.0,-14719.0,9509.0
2019-02-12,-3096.0,3050.0,46.0
2019-02-13,2304.0,-1658.0,-646.0
2019-02-14,5371.0,-14794.0,9423.0
2019-02-15,-2034.0,-2239.0,4273.0
2019-02-18,2068.0,8647.0,-10715.0
2019-02-20,-6350.0,-132.0,6482.0
2019-02-21,-355.0,10197.0,-9842.0
2019-02-22,-5454.0,2223.0,3231.0
2019-02-25,2041.0,-7989.0,5948.0
2019-02-26,5162.0,-4449.0,-713.0
2019-02-27,1291.0,4698.0,-5989.0
2019-02-28,4534.0,-8514.0,3980.0
2019-03-01,1547.0,-17656.0,16109.0
2019-03-04,6890.0,-6388.0,-502.0
2019-03-05,-1968.0,-1619.0,3587.0
2019-03-06,4571.0,-490.0,-4081.0
2019-03-07,-6699.0,13024.0,-6325.0
2019-03-08,3567.0,-9363.0,5796.0
2019-03-11,2176.0,-11247.0,9071.0
2019-03-12,1029.0,11195.0,-12224.0
2019-03-13,-4367.0,4708.0,-341.0
2019-03-14,6618.0,-20451.0,13833.0
2019-03-15,1612.0,418.0,-2030.0
2019-03-18,2303.0,1494.0,-3797.0
2019-03-19,-14125.0,16794.0,-2669.0
2019-03-20,2789.0,419.0,-3208.0
2019-03-21,1224.0,-4373.0,3149.0
2019-03-22,-5411.0,6402.0,-991.0
2019-03-25,11404.0,-16346.0,4942.0
2019-03-26,-4562.0,11047.0,-6485.0
2019-03-27,2140.0,-3758.0,1618.0
2019-03-28,-4368.0,21460.0,-17092.0
2019-03-29,1243.0,-4518.0,3275.0
2019-04-01,2139.0,5806.0,-7945.0
2019-04-02,-455.0,10359.0,-9904.0
2019-04-03,853.0,1230.0,-2083.0
2019-04-04,3610.0,-6659.0,3049.0
2019-04-05,-3399.0,7613.0,-4214.0
2019-04-09,-13626.0,28957.0,-15331.0
2019-04-10,-3340.0,2938.0,402.0
2019-04-11,804.0,-5450.0,4646.0
2019-04-12,-4875.0,-3945.0,8820.0
2019-04-17,-3560.0,10657.0,-7097.0
2019-04-18,5505.0,-12064.0,6559.0
2019-04-19,1852.0,3478.0,-5330.0
2019-04-22,735.0,2549.0,-3284.0
2019-04-23,550.0,5993.0,-6543.0
2019-04-24,-3923.0,5030.0,-1107.0
2019-04-25,-1926.0,4783.0,-2857.0
2019-04-26,4254.0,-7532.0,3278.0
2019-04-29,-2069.0,5227.0,-3158.0
2019-04-30,-698.0,-133.0,831.0
2019-05-02,-1774.0,3219.0,-1445.0
2019-05-03,-1275.0,-8172.0,9447.0
2019-05-07,1278.0,-11041.0,9763.0
2019-05-08,461.0,868.0,-1329.0
2019-05-09,3712.0,-7116.0,3404.0
2019-05-10,1434.0,-15817.0,14383.0
2019-05-13,3050.0,-1214.0,-1836.0
2019-05-14,-5605.0,-9206.0,14811.0
2019-05-15,9308.0,-19158.0,9850.0
2019-05-16,-5993.0,-7219.0,13212.0
2019-05-17,6201.0,-13158.0,6957.0
2019-05-21,-10195.0,22356.0,-12161.0
2019-05-22,-1677.0,8519.0,-6842.0
2019-05-23,13637.0,-12114.0,-1523.0
2019-05-24,-6843.0,-6900.0,13743.0
2019-05-27,-3917.0,18965.0,-15048.0
2019-05-28,427.0,32600.0,-33027.0
2019-05-29,1867.0,-15694.0,13827.0
2019-05-30,-5401.0,2401.0,3000.0
2019-05-31,7492.0,-5635.0,-1857.0
2019-06-04,-18325.0,29205.0,-10880.0
2019-06-05,9279.0,-2169.0,-7110.0
2019-06-06,2.0,4037.0,-4039.0
2019-06-07,235.0,2707.0,-2942.0
2019-06-10,277.0,11343.0,-11620.0
2019-06-11,-3565.0,15167.0,-11602.0
2019-06-12,-1270.0,4979.0,-3709.0
2019-06-13,-3458.0,-6333.0,9791.0
2019-06-14,4829.0,-2616.0,-2213.0
2019-06-17,-1274.0,-4917.0,6191.0
2019-06-18,-10618.0,28680.0,-18062.0
2019-06-19,-8064.0,8220.0,-156.0
2019-06-20,-2295.0,4188.0,-1893.0
2019-06-21,753.0,-9865.0,9112.0
2019-06-24,549.0,-7607.0,7058.0
2019-06-25,-3524.0,-5351.0,8875.0
2019-06-26,2199.0,-13558.0,11359.0
2019-06-27,949.0,4025.0,-4974.0
2019-06-28,4380.0,17642.0,-22022.0
2019-07-01,11357.0,-20978.0,9621.0
2019-07-02,2084.0,1341.0,-3425.0
2019-07-03,-6151.0,-1893.0,8044.0
2019-07-04,11569.0,-6534.0,-5035.0
2019-07-05,-5803.0,6398.0,-595.0
2019-07-08,-505.0,-8687.0,9192.0
2019-07-09,1565.0,3680.0,-5245.0
2019-07-10,-3038.0,-488.0,3526.0
2019-07-11,8896.0,-11161.0,2265.0
2019-07-12,2339.0,-8433.0,6094.0
2019-07-15,-2455.0,1959.0,496.0
2019-07-17,-4898.0,6733.0,-1835.0
2019-07-18,1738.0,1227.0,-2965.0
2019-07-19,-2884.0,-9073.0,11957.0
2019-07-22,6399.0,-1760.0,-4639.0
2019-07-23,-602.0,-7394.0,7996.0
2019-07-24,2719.0,-2949.0,230.0
2019-07-25,-1562.0,-6238.0,7800.0
2019-07-26,4514.0,5037.0,-9551.0
2019-07-30,324.0,-4494.0,4170.0
2019-07-31,2604.0,1176.0,-3780.0
2019-08-01,4545.0,-11617.0,7072.0
2019-08-02,-3910.0,-22547.0,26457.0
2019-08-05,6329.0,-13934.0,7605.0
2019-08-06,4059.0,-1757.0,-2302.0
2019-08-07,8155.0,-624.0,-7531.0
2019-08-08,-1858.0,-3400.0,5258.0
2019-08-09,1291.0,3949.0,-5240.0
2019-08-13,-4314.0,-13744.0,18058.0
2019-08-14,12388.0,3687.0,-16075.0
2019-08-15,-2149.0,-22717.0,24866.0
2019-08-16,-328.0,10012.0,-9684.0
2019-08-19,8970.0,-1727.0,-7243.0
2019-08-20,-1270.0,-4447.0,5717.0
2019-08-21,-5265.0,-10231.0,15496.0
2019-08-22,5802.0,14019.0,-19821.0
2019-08-23,-2911.0,-1636.0,4547.0
2019-08-26,-2116.0,-11019.0,13135.0
2019-08-27,8953.0,-1871.0,-7082.0
2019-08-28,818.0,7378.0,-8196.0
2019-08-29,-4090.0,5654.0,-1564.0
2019-08-30,-2397.0,18889.0,-16492.0
2019-09-02,-4051.0,1649.0,2402.0
2019-09-03,8005.0,3979.0,-11984.0
2019-09-04,-10990.0,15064.0,-4074.0
2019-09-05,2119.0,14433.0,-16552.0
2019-09-06,1457.0,4049.0,-5506.0
2019-09-09,2120.0,3151.0,-5271.0
2019-09-10,5128.0,12210.0,-17338.0
2019-09-11,-4249.0,3289.0,960.0
2019-09-12,2364.0,-2050.0,-314.0
2019-09-13,-7730.0,17716.0,-9986.0
2019-09-16,-2870.0,6955.0,-4085.0
2019-09-17,4973.0,-10038.0,5065.0
2019-09-18,-1491.0,4702.0,-3211.0
2019-09-19,-2828.0,-2197.0,5025.0
2019-09-20,-4967.0,13660.0,-8693.0
2019-09-23,-1355.0,-11681.0,13036.0
2019-09-24,4043.0,4588.0,-8631.0
2019-09-25,4886.0,-6453.0,1567.0
2019-09-26,4556.0,-2392.0,-2164.0
2019-09-27,1799.0,4393.0,-6192.0
2019-09-30,-434.0,2114.0,-1680.0
2019-10-01,464.0,-7201.0,6737.0
2019-10-02,-4253.0,1320.0,2933.0
2019-10-03,579.0,-497.0,-82.0
2019-10-04,3587.0,-13072.0,9485.0
2019-10-07,-3286.0,3245.0,41.0
2019-10-08,1874.0,2370.0,-4244.0
2019-10-09,-2120.0,-11959.0,14079.0
2019-10-10,5558.0,-10059.0,4501.0
2019-10-11,-1089.0,13198.0,-12109.0
2019-10-15,-1210.0,337.0,873.0
2019-10-16,-974.0,14284.0,-13310.0
2019-10-17,979.0,19930.0,-20909.0
2019-10-18,104.0,-6224.0,6120.0
2019-10-21,1469.0,2592.0,-4061.0
2019-10-22,-4353.0,8999.0,-4646.0
2019-10-24,924.0,4808.0,-5732.0
2019-10-25,-705.0,-23405.0,24110.0
2019-10-28,-3541.0,21517.0,-17976.0
2019-10-29,-1176.0,14100.0,-12924.0
2019-10-30,-2098.0,-750.0,2848.0
2019-10-31,1386.0,2891.0,-4277.0
2019-11-01,1773.0,-6461.0,4688.0
2019-11-04,-4341.0,16816.0,-12475.0
2019-11-05,2607.0,-82.0,-2525.0
2019-11-06,-1288.0,-8926.0,10214.0
2019-11-07,-4867.0,3398.0,1469.0
2019-11-08,3753.0,-2573.0,-1180.0
2019-11-11,3058.0,-12468.0,9410.0
2019-11-12,-2742.0,8910.0,-6168.0
2019-11-13,2967.0,-5535.0,2568.0
2019-11-14,-5861.0,-11766.0,17627.0
2019-11-15,2180.0,-12046.0,9866.0
2019-11-18,-1344.0,3047.0,-1703.0
2019-11-19,3785.0,-12168.0,8383.0
2019-11-20,-8834.0,-9758.0,18592.0
2019-11-21,-258.0,-17148.0,17406.0
2019-11-22,3202.0,10712.0,-13914.0
2019-11-25,1241.0,13110.0,-14351.0
2019-11-26,563.0,25120.0,-25683.0
2019-11-27,-807.0,-2853.0,3660.0
2019-11-28,-1982.0,-17213.0,19195.0
2019-11-29,-2368.0,-50247.0,52615.0
2019-12-02,-4670.0,-15997.0,20667.0
2019-12-03,-5948.0,7442.0,-1494.0
2019-12-04,-556.0,-7358.0,7914.0
2019-12-06,8717.0,-9937.0,1220.0
2019-12-09,2310.0,-3290.0,980.0
2019-12-11,885.0,-1508.0,623.0
2019-12-12,-8024.0,15279.0,-7255.0
2019-12-13,12781.0,11669.0,-24450.0
2019-12-16,-5232.0,-26988.0,32220.0
2019-12-17,-2652.0,16641.0,-13989.0
2019-12-18,1111.0,10351.0,-11462.0
2019-12-19,-3452.0,-416.0,3868.0
2019-12-20,-8638.0,6072.0,2566.0
2019-12-23,2440.0,-4496.0,2056.0
2019-12-24,291.0,-1888.0,1597.0
2019-12-25,-2900.0,5633.0,-2733.0
2019-12-26,1622.0,2734.0,-4356.0
2019-12-27,-3302.0,3033.0,269.0
2019-12-30,-1471.0,-3946.0,5417.0
2020-01-02,-1007.0,2962.0,-1955.0
2020-01-03,8413.0,17160.0,-25573.0
2020-01-06,-8802.0,-22549.0,31351.0
2020-01-07,-2351.0,9654.0,-7303.0
2020-01-08,3021.0,-29501.0,26480.0
2020-01-09,-7866.0,15993.0,-8127.0
2020-01-10,-216.0,-177.0,393.0
2020-01-13,-3708.0,3315.0,393.0
2020-01-14,843.0,3688.0,-4531.0
2020-01-15,-268.0,-13672.0,13940.0
2020-01-16,-2982.0,18054.0,-15072.0
2020-01-17,4828.0,10084.0,-14912.0
2020-01-20,5530.0,-27475.0,21945.0
2020-01-21,-2532.0,-28621.0,31153.0
2020-01-22,-1141.0,-10707.0,11848.0
2020-01-23,88.0,-2565.0,2477.0
2020-01-24,1259.0,-12335.0,11076.0
2020-01-27,16398.0,-6443.0,-9955.0
2020-01-28,1883.0,17068.0,-18951.0
2020-01-29,-4147.0,23029.0,-18882.0
2020-01-30,-860.0,-5025.0,5885.0
2020-01-31,4837.0,-6248.0,1411.0
2020-02-03,-1267.0,-8428.0,9695.0
2020-02-04,766.0,12696.0,-13462.0
2020-02-05,1268.0,10841.0,-12109.0
2020-02-06,10829.0,-2356.0,-8473.0
2020-02-07,-4768.0,2935.0,1833.0
2020-02-11,-62.0,-628.0,690.0
2020-02-12,-7958.0,17668.0,-9710.0
2020-02-13,3510.0,-1251.0,-2259.0
2020-02-14,-3497.0,-8156.0,11653.0
2020-02-17,-4945.0,7501.0,-2556.0
2020-02-18,1358.0,-1022.0,-336.0
2020-02-19,-4356.0,4333.0,23.0
2020-02-20,1983.0,-22014.0,20031.0
2020-02-21,-75.0,22686.0,-22611.0
2020-02-24,-765.0,2917.0,-2152.0
2020-02-25,-4613.0,23831.0,-19218.0
2020-02-26,-7457.0,-56.0,7513.0
2020-02-27,-11386.0,27751.0,-16365.0
2020-02-28,4609.0,-13010.0,8401.0
2020-03-02,-3650.0,1719.0,1931.0
2020-03-03,-503.0,21992.0,-21489.0
2020-03-04,5477.0,-5993.0,516.0
2020-03-05,2414.0,25307.0,-27721.0
2020-03-06,1242.0,-4913.0,3671.0
2020-03-09,-28104.0,8074.0,20030.0
2020-03-10,-8637.0,6940.0,1697.0
2020-03-11,-17607.0,23597.0,-5990.0
2020-03-12,-25789.0,28243.0,-2454.0
2020-03-13,18301.0,-20191.0,1890.0
2020-03-16,-10188.0,18438.0,-8250.0
2020-03-17,-18198.0,15666.0,2532.0
2020-03-18,642.0,18183.0,-18825.0
2020-03-19,-8706.0,-15430.0,24136.0
2020-03-20,12107.0,-12132.0,25.0
2020-03-23,-11420.0,13666.0,-2246.0
2020-03-24,-13713.0,9274.0,4439.0
2020-03-25,8876.0,-7746.0,-1130.0
2020-03-26,4619.0,17348.0,-21967.0
2020-03-27,678.0,639.0,-1317.0
2020-03-30,26491.0,-30253.0,3762.0
2020-03-31,7410.0,-3581.0,-3829.0
2020-04-01,130.0,13949.0,-14079.0
2020-04-02,804.0,-5966.0,5162.0
2020-04-03,6890.0,-2942.0,-3948.0
2020-04-07,24790.0,-30911.0,6121.0
2020-04-08,4580.0,-11546.0,6966.0
2020-04-09,-4553.0,11738.0,-7185.0
2020-04-10,2301.0,3722.0,-6023.0
2020-04-13,1499.0,1438.0,-2937.0
2020-04-14,2183.0,-3638.0,1455.0
2020-04-15,-1207.0,9962.0,-8755.0
2020-04-16,-11596.0,-846.0,12442.0
2020-04-17,12897.0,1166.0,-14063.0
2020-04-20,4701.0,-865.0,-3836.0
2020-04-21,-862.0,3388.0,-2526.0
2020-04-22,-5763.0,-4277.0,10040.0
2020-04-23,6505.0,256.0,-6761.0
2020-04-24,91.0,-1602.0,1511.0
2020-04-27,3131.0,-3895.0,764.0
2020-04-28,-2815.0,1826.0,989.0
2020-04-29,3907.0,-2362.0,-1545.0
2020-04-30,2648.0,-2237.0,-411.0
2020-05-05,-3393.0,-3436.0,6829.0
2020-05-07,1630.0,-6135.0,4505.0
2020-05-08,966.0,8848.0,-9814.0
2020-05-11,13652.0,592.0,-14244.0
2020-05-12,2307.0,331.0,-2638.0
2020-05-13,-3619.0,3120.0,499.0
2020-05-14,-4564.0,925.0,3639.0
2020-05-15,-237.0,-6790.0,7027.0
2020-05-18,4032.0,-2258.0,-1774.0
2020-05-19,3980.0,-6649.0,2669.0
2020-05-20,-3253.0,4719.0,-1466.0
2020-05-21,1621.0,-896.0,-725.0
2020-05-22,-4291.0,-7296.0,11587.0
2020-05-25,2836.0,4931.0,-7767.0
2020-05-26,1673.0,-2326.0,653.0
2020-05-27,2270.0,1278.0,-3548.0
2020-05-28,1632.0,-1069.0,-563.0
2020-05-29,-4550.0,10165.0,-5615.0
2020-06-01,7229.0,-2440.0,-4789.0
2020-06-02,-2897.0,3186.0,-289.0
2020-06-04,13.0,-6347.0,6334.0
2020-06-05,-1082.0,-15224.0,16306.0
2020-06-08,4321.0,-7205.0,2884.0
2020-06-09,-5979.0,5301.0,678.0
2020-06-10,-9924.0,13767.0,-3843.0
2020-06-11,-2018.0,-3210.0,5228.0
2020-06-12,-7274.0,-3243.0,10517.0
2020-06-15,7048.0,-4311.0,-2737.0
2020-06-16,5808.0,-9109.0,3301.0
2020-06-17,5579.0,-11020.0,5441.0
2020-06-18,912.0,8832.0,-9744.0
2020-06-19,5291.0,-9418.0,4127.0
2020-06-22,1500.0,-1361.0,-139.0
2020-06-23,-8295.0,6848.0,1447.0
2020-06-24,4888.0,9004.0,-13892.0
2020-06-25,-4928.0,5141.0,-213.0
2020-06-26,799.0,10395.0,-11194.0
2020-06-29,3431.0,1916.0,-5347.0
2020-06-30,6991.0,-1655.0,-5336.0
2020-07-01,438.0,-1958.0,1520.0
2020-07-02,-9385.0,5612.0,3773.0
2020-07-03,4295.0,-7124.0,2829.0
2020-07-07,-1003.0,-1032.0,2035.0
2020-07-08,-6344.0,3841.0,2503.0
2020-07-09,-2335.0,6009.0,-3674.0
2020-07-10,4682.0,-8652.0,3970.0
2020-07-13,639.0,-210.0,-429.0
2020-07-14,-784.0,5645.0,-4861.0
2020-07-15,-4485.0,7935.0,-3450.0
2020-07-16,-9.0,2039.0,-2030.0
2020-07-17,-1726.0,895.0,831.0
2020-07-20,-1829.0,-4060.0,5889.0
2020-07-21,-4176.0,-2622.0,6798.0
2020-07-22,8450.0,-12781.0,4331.0
2020-07-23,-225.0,-5147.0,5372.0
2020-07-24,3453.0,-3055.0,-398.0
2020-07-29,-3172.0,11633.0,-8461.0
2020-07-30,5292.0,-9013.0,3721.0
2020-07-31,496.0,12626.0,-13122.0
2020-08-03,9138.0,-15984.0,6846.0
2020-08-04,299.0,3839.0,-4138.0
2020-08-05,-13360.0,-8339.0,21699.0
2020-08-06,490.0,11587.0,-12077.0
2020-08-07,4423.0,19.0,-4442.0
2020-08-10,232.0,2083.0,-2315.0
2020-08-11,-2086.0,3212.0,-1126.0
2020-08-13,1148.0,2822.0,-3970.0
2020-08-14,5150.0,-15425.0,10275.0
2020-08-17,538.0,3988.0,-4526.0
2020-08-18,-4362.0,13314.0,-8952.0
2020-08-19,578.0,-9158.0,8580.0
2020-08-20,707.0,-3162.0,2455.0
2020-08-21,46.0,5173.0,-5219.0
2020-08-24,-1609.0,7252.0,-5643.0
2020-08-25,-464.0,12393.0,-11929.0
2020-08-26,687.0,5011.0,-5698.0
2020-08-27,435.0,2362.0,-2797.0
2020-08-28,4932.0,-16004.0,11072.0
2020-08-31,672.0,-2995.0,2323.0
2020-09-01,-1141.0,2800.0,-1659.0
2020-09-02,-5465.0,7495.0,-2030.0
2020-09-03,1580.0,-5664.0,4084.0
2020-09-08,3154.0,-13431.0,10277.0
2020-09-09,1124.0,8467.0,-9591.0
2020-09-10,1079.0,4951.0,-6030.0
2020-09-11,-2238.0,-1596.0,3834.0
2020-09-14,-432.0,-8369.0,8801.0
2020-09-15,-1940.0,12361.0,-10421.0
2020-09-16,-1739.0,11920.0,-10181.0
2020-09-17,-1162.0,15196.0,-14034.0
2020-09-18,-1828.0,-5006.0,6834.0
2020-09-21,1187.0,-19876.0,18689.0
2020-09-22,494.0,-19704.0,19210.0
2020-09-23,891.0,-15788.0,14897.0
2020-09-24,-1229.0,-4113.0,5342.0
2020-09-25,-3012.0,15136.0,-12124.0
2020-09-28,-307.0,15160.0,-14853.0
2020-09-29,-3121.0,24241.0,-21120.0
2020-09-30,-1625.0,-6865.0,8490.0
2020-10-01,-4303.0,14353.0,-10050.0
2020-10-02,5777.0,-7257.0,1480.0
2020-10-05,-321.0,2085.0,-1764.0
2020-10-06,3190.0,5760.0,-8950.0
2020-10-07,-5907.0,12338.0,-6431.0
2020-10-08,-4652.0,7040.0,-2388.0
2020-10-09,4596.0,-12324.0,7728.0
2020-10-12,-154.0,3656.0,-3502.0
2020-10-14,2442.0,-5974.0,3532.0
2020-10-15,-325.0,-4226.0,4551.0
2020-10-16,-3687.0,-21025.0,24712.0
2020-10-19,-13928.0,-4400.0,18328.0
2020-10-20,-2007.0,-795.0,2802.0
2020-10-21,6779.0,18567.0,-25346.0
2020-10-22,-6178.0,7834.0,-1656.0
2020-10-26,631.0,650.0,-1281.0
2020-10-27,-1527.0,-588.0,2115.0
2020-10-28,7236.0,2644.0,-9880.0
2020-10-29,3586.0,-15199.0,11613.0
2020-10-30,12629.0,-16538.0,3909.0
2020-11-02,-449.0,2830.0,-2381.0
2020-11-03,4512.0,6235.0,-10747.0
2020-11-04,4690.0,3528.0,-8218.0
2020-11-05,-9977.0,24680.0,-14703.0
2020-11-06,4510.0,-2174.0,-2336.0
2020-11-09,-5888.0,-18927.0,24815.0
2020-11-10,6224.0,-12266.0,6042.0
2020-11-11,4034.0,-9356.0,5322.0
2020-11-12,-6383.0,-4543.0,10926.0
2020-11-13,-1922.0,-15327.0,17249.0
2020-11-16,8908.0,-6051.0,-2857.0
2020-11-17,2466.0,20963.0,-23429.0
2020-11-18,-8094.0,903.0,7191.0
2020-11-19,-11066.0,5117.0,5949.0
2020-11-20,-5169.0,-12017.0,17186.0
2020-11-23,-644.0,-17392.0,18036.0
2020-11-24,6092.0,-3114.0,-2978.0
2020-11-25,6201.0,-3894.0,-2307.0
2020-11-26,-4656.0,5237.0,-581.0
2020-11-27,-10017.0,4057.0,5960.0
2020-11-30,5535.0,-3299.0,-2236.0
2020-12-01,74.0,6708.0,-6782.0
2020-12-02,3497.0,10105.0,-13602.0
2020-12-03,2466.0,20963.0,-23429.0
2020-12-04,-575.0,4389.0,-3814.0
2020-12-10,8296.0,-4300.0,-3996.0
